Start,Finish,Heart Rate (count/min)
07-Oct-2018 15:51,07-Oct-2018 15:51,59.0
07-Oct-2018 15:52,07-Oct-2018 15:52,59.0
07-Oct-2018 15:53,07-Oct-2018 15:53,69.0
07-Oct-2018 15:53,07-Oct-2018 15:53,55.0
07-Oct-2018 15:53,07-Oct-2018 15:53,61.0
07-Oct-2018 15:53,07-Oct-2018 15:53,61.0
07-Oct-2018 15:53,07-Oct-2018 15:53,59.0
07-Oct-2018 15:53,07-Oct-2018 15:53,62.0
07-Oct-2018 15:53,07-Oct-2018 15:53,56.0
07-Oct-2018 15:53,07-Oct-2018 15:53,57.0
07-Oct-2018 15:53,07-Oct-2018 15:53,61.0
07-Oct-2018 15:53,07-Oct-2018 15:53,63.0
07-Oct-2018 15:53,07-Oct-2018 15:53,59.0
07-Oct-2018 15:54,07-Oct-2018 15:54,79.0
07-Oct-2018 15:54,07-Oct-2018 15:54,81.0
07-Oct-2018 15:54,07-Oct-2018 15:54,82.0
07-Oct-2018 15:54,07-Oct-2018 15:54,87.0
07-Oct-2018 15:54,07-Oct-2018 15:54,87.0
07-Oct-2018 15:55,07-Oct-2018 15:55,58.0
07-Oct-2018 15:55,07-Oct-2018 15:55,55.0
07-Oct-2018 15:55,07-Oct-2018 15:55,56.0
07-Oct-2018 15:55,07-Oct-2018 15:55,55.0
07-Oct-2018 15:55,07-Oct-2018 15:55,91.0
07-Oct-2018 15:55,07-Oct-2018 15:55,93.0
07-Oct-2018 15:55,07-Oct-2018 15:55,91.0
07-Oct-2018 15:55,07-Oct-2018 15:55,85.0
07-Oct-2018 15:55,07-Oct-2018 15:55,78.0
07-Oct-2018 15:56,07-Oct-2018 15:56,72.0
07-Oct-2018 15:56,07-Oct-2018 15:56,72.0
07-Oct-2018 15:56,07-Oct-2018 15:56,92.0
07-Oct-2018 15:56,07-Oct-2018 15:56,93.0
07-Oct-2018 15:56,07-Oct-2018 15:56,93.0
07-Oct-2018 15:57,07-Oct-2018 15:57,50.0
07-Oct-2018 15:57,07-Oct-2018 15:57,80.0
07-Oct-2018 15:59,07-Oct-2018 15:59,69.0
07-Oct-2018 15:59,07-Oct-2018 15:59,73.0
07-Oct-2018 15:59,07-Oct-2018 15:59,73.0
07-Oct-2018 15:59,07-Oct-2018 15:59,72.0
07-Oct-2018 15:59,07-Oct-2018 15:59,71.0
07-Oct-2018 16:00,07-Oct-2018 16:00,59.0
07-Oct-2018 16:01,07-Oct-2018 16:01,63.0
07-Oct-2018 16:01,07-Oct-2018 16:01,62.0
07-Oct-2018 16:01,07-Oct-2018 16:01,69.0
07-Oct-2018 16:01,07-Oct-2018 16:01,66.0
07-Oct-2018 16:01,07-Oct-2018 16:01,72.0
07-Oct-2018 16:01,07-Oct-2018 16:01,73.0
07-Oct-2018 16:01,07-Oct-2018 16:01,68.0
07-Oct-2018 16:01,07-Oct-2018 16:01,68.0
07-Oct-2018 16:02,07-Oct-2018 16:02,81.0
07-Oct-2018 16:02,07-Oct-2018 16:02,79.0
07-Oct-2018 16:02,07-Oct-2018 16:02,76.0
07-Oct-2018 16:02,07-Oct-2018 16:02,73.0
07-Oct-2018 16:02,07-Oct-2018 16:02,46.0
07-Oct-2018 16:02,07-Oct-2018 16:02,72.0
07-Oct-2018 16:02,07-Oct-2018 16:02,64.0
07-Oct-2018 16:02,07-Oct-2018 16:02,61.0
07-Oct-2018 16:02,07-Oct-2018 16:02,62.0
07-Oct-2018 16:04,07-Oct-2018 16:04,90.0
07-Oct-2018 16:04,07-Oct-2018 16:04,97.0
07-Oct-2018 16:04,07-Oct-2018 16:04,94.0
07-Oct-2018 16:05,07-Oct-2018 16:05,92.0
07-Oct-2018 16:05,07-Oct-2018 16:05,96.0
07-Oct-2018 16:10,07-Oct-2018 16:10,69.0
07-Oct-2018 16:13,07-Oct-2018 16:13,63.0
07-Oct-2018 16:18,07-Oct-2018 16:18,73.0
07-Oct-2018 16:18,07-Oct-2018 16:18,70.1369857788086
07-Oct-2018 16:24,07-Oct-2018 16:24,77.0
07-Oct-2018 16:30,07-Oct-2018 16:30,70.0
07-Oct-2018 16:34,07-Oct-2018 16:34,70.0
07-Oct-2018 16:39,07-Oct-2018 16:39,78.0
07-Oct-2018 16:43,07-Oct-2018 16:43,71.0
07-Oct-2018 16:47,07-Oct-2018 16:47,72.0
07-Oct-2018 16:56,07-Oct-2018 16:56,74.0
07-Oct-2018 16:59,07-Oct-2018 16:59,71.0
07-Oct-2018 17:05,07-Oct-2018 17:05,86.0
07-Oct-2018 17:05,07-Oct-2018 17:05,65.0
07-Oct-2018 17:05,07-Oct-2018 17:05,65.0
07-Oct-2018 17:05,07-Oct-2018 17:05,63.0
07-Oct-2018 17:05,07-Oct-2018 17:05,63.0
07-Oct-2018 17:06,07-Oct-2018 17:06,68.0
07-Oct-2018 17:10,07-Oct-2018 17:10,60.0
07-Oct-2018 17:11,07-Oct-2018 17:11,59.0
07-Oct-2018 17:17,07-Oct-2018 17:17,73.0
07-Oct-2018 17:25,07-Oct-2018 17:25,73.0
07-Oct-2018 17:27,07-Oct-2018 17:27,74.0
07-Oct-2018 17:29,07-Oct-2018 17:29,74.0
07-Oct-2018 17:29,07-Oct-2018 17:29,76.0
07-Oct-2018 17:36,07-Oct-2018 17:36,73.0
07-Oct-2018 17:38,07-Oct-2018 17:38,73.0
07-Oct-2018 17:45,07-Oct-2018 17:45,74.0
07-Oct-2018 17:47,07-Oct-2018 17:47,75.0
07-Oct-2018 17:56,07-Oct-2018 17:56,59.0
07-Oct-2018 17:57,07-Oct-2018 17:57,61.0
07-Oct-2018 18:03,07-Oct-2018 18:03,62.0
07-Oct-2018 18:10,07-Oct-2018 18:10,75.0
07-Oct-2018 18:14,07-Oct-2018 18:14,71.0
07-Oct-2018 18:19,07-Oct-2018 18:19,68.0
07-Oct-2018 18:25,07-Oct-2018 18:25,69.0
07-Oct-2018 18:29,07-Oct-2018 18:29,59.0
07-Oct-2018 18:32,07-Oct-2018 18:32,53.0
07-Oct-2018 18:39,07-Oct-2018 18:39,61.0
07-Oct-2018 18:40,07-Oct-2018 18:40,60.0
07-Oct-2018 18:40,07-Oct-2018 18:40,63.0
07-Oct-2018 18:40,07-Oct-2018 18:40,68.0
07-Oct-2018 18:40,07-Oct-2018 18:40,68.0
07-Oct-2018 18:45,07-Oct-2018 18:45,73.0
07-Oct-2018 18:53,07-Oct-2018 18:53,72.0
07-Oct-2018 18:57,07-Oct-2018 18:57,92.0
07-Oct-2018 19:00,07-Oct-2018 19:00,93.0
07-Oct-2018 19:04,07-Oct-2018 19:04,109.0
07-Oct-2018 19:04,07-Oct-2018 19:04,90.0
07-Oct-2018 19:04,07-Oct-2018 19:04,91.0
07-Oct-2018 19:04,07-Oct-2018 19:04,92.0
07-Oct-2018 19:04,07-Oct-2018 19:04,96.0
07-Oct-2018 19:04,07-Oct-2018 19:04,95.0
07-Oct-2018 19:06,07-Oct-2018 19:06,91.0
07-Oct-2018 19:06,07-Oct-2018 19:06,80.0
07-Oct-2018 19:06,07-Oct-2018 19:06,64.0
07-Oct-2018 19:07,07-Oct-2018 19:07,84.0
07-Oct-2018 19:07,07-Oct-2018 19:07,57.0
07-Oct-2018 19:07,07-Oct-2018 19:07,58.0
07-Oct-2018 19:07,07-Oct-2018 19:07,58.0
07-Oct-2018 19:07,07-Oct-2018 19:07,61.0
07-Oct-2018 19:08,07-Oct-2018 19:08,81.0
07-Oct-2018 19:08,07-Oct-2018 19:08,74.0
07-Oct-2018 19:08,07-Oct-2018 19:08,73.0
07-Oct-2018 19:08,07-Oct-2018 19:08,72.0
07-Oct-2018 19:08,07-Oct-2018 19:08,72.0
07-Oct-2018 19:09,07-Oct-2018 19:09,59.0
07-Oct-2018 19:12,07-Oct-2018 19:12,66.0
07-Oct-2018 19:18,07-Oct-2018 19:18,69.0
07-Oct-2018 19:24,07-Oct-2018 19:24,69.0
07-Oct-2018 19:28,07-Oct-2018 19:28,70.0
07-Oct-2018 19:32,07-Oct-2018 19:32,64.0
07-Oct-2018 19:37,07-Oct-2018 19:37,58.0
07-Oct-2018 19:37,07-Oct-2018 19:37,63.0
07-Oct-2018 19:41,07-Oct-2018 19:41,58.0
07-Oct-2018 19:44,07-Oct-2018 19:44,59.0
07-Oct-2018 19:47,07-Oct-2018 19:47,59.0
07-Oct-2018 19:53,07-Oct-2018 19:53,56.0
07-Oct-2018 19:59,07-Oct-2018 19:59,55.0
07-Oct-2018 19:59,07-Oct-2018 19:59,77.0
07-Oct-2018 19:59,07-Oct-2018 19:59,81.0
07-Oct-2018 19:59,07-Oct-2018 19:59,82.0
07-Oct-2018 19:59,07-Oct-2018 19:59,79.0
07-Oct-2018 19:59,07-Oct-2018 19:59,78.0
07-Oct-2018 19:59,07-Oct-2018 19:59,76.0
07-Oct-2018 20:04,07-Oct-2018 20:04,60.0
07-Oct-2018 20:10,07-Oct-2018 20:10,61.0
07-Oct-2018 20:12,07-Oct-2018 20:12,60.0
07-Oct-2018 20:20,07-Oct-2018 20:20,56.0
07-Oct-2018 20:22,07-Oct-2018 20:22,56.0
07-Oct-2018 20:28,07-Oct-2018 20:28,58.0
07-Oct-2018 20:36,07-Oct-2018 20:36,61.0
07-Oct-2018 20:40,07-Oct-2018 20:40,57.0
07-Oct-2018 20:42,07-Oct-2018 20:42,65.0
07-Oct-2018 20:48,07-Oct-2018 20:48,65.0
07-Oct-2018 20:56,07-Oct-2018 20:56,74.0
07-Oct-2018 21:00,07-Oct-2018 21:00,74.0
07-Oct-2018 21:03,07-Oct-2018 21:03,56.0
07-Oct-2018 21:08,07-Oct-2018 21:08,67.0
07-Oct-2018 21:08,07-Oct-2018 21:08,61.0
07-Oct-2018 21:08,07-Oct-2018 21:08,62.0
07-Oct-2018 21:08,07-Oct-2018 21:08,62.0
07-Oct-2018 21:08,07-Oct-2018 21:08,61.0
07-Oct-2018 21:09,07-Oct-2018 21:09,64.0
07-Oct-2018 21:09,07-Oct-2018 21:09,59.0
07-Oct-2018 21:09,07-Oct-2018 21:09,60.0
07-Oct-2018 21:09,07-Oct-2018 21:09,60.0
07-Oct-2018 21:10,07-Oct-2018 21:10,56.0
07-Oct-2018 21:10,07-Oct-2018 21:10,50.0
07-Oct-2018 21:10,07-Oct-2018 21:10,50.0
07-Oct-2018 21:10,07-Oct-2018 21:10,50.0
07-Oct-2018 21:10,07-Oct-2018 21:10,54.0
07-Oct-2018 21:11,07-Oct-2018 21:11,53.0
07-Oct-2018 21:16,07-Oct-2018 21:16,50.0
07-Oct-2018 21:21,07-Oct-2018 21:21,61.0
07-Oct-2018 21:24,07-Oct-2018 21:24,59.0
07-Oct-2018 21:31,07-Oct-2018 21:31,52.0
07-Oct-2018 21:33,07-Oct-2018 21:33,57.0
07-Oct-2018 21:40,07-Oct-2018 21:40,54.0
07-Oct-2018 21:43,07-Oct-2018 21:43,55.0
07-Oct-2018 21:47,07-Oct-2018 21:47,62.0
07-Oct-2018 21:53,07-Oct-2018 21:53,56.0
07-Oct-2018 22:01,07-Oct-2018 22:01,104.0
07-Oct-2018 22:04,07-Oct-2018 22:04,86.0
07-Oct-2018 22:10,07-Oct-2018 22:10,76.0
07-Oct-2018 22:16,07-Oct-2018 22:16,63.0
07-Oct-2018 22:17,07-Oct-2018 22:17,71.0
07-Oct-2018 22:20,07-Oct-2018 22:20,99.0
07-Oct-2018 22:26,07-Oct-2018 22:26,55.0
07-Oct-2018 22:30,07-Oct-2018 22:30,47.0
07-Oct-2018 22:32,07-Oct-2018 22:32,55.0
07-Oct-2018 22:32,07-Oct-2018 22:32,48.0
07-Oct-2018 22:32,07-Oct-2018 22:32,48.0
07-Oct-2018 22:32,07-Oct-2018 22:32,50.0
07-Oct-2018 22:32,07-Oct-2018 22:32,50.0
07-Oct-2018 22:32,07-Oct-2018 22:32,52.0
07-Oct-2018 22:32,07-Oct-2018 22:32,59.0
07-Oct-2018 22:35,07-Oct-2018 22:35,55.0
07-Oct-2018 22:41,07-Oct-2018 22:41,58.0
07-Oct-2018 22:44,07-Oct-2018 22:44,59.0
07-Oct-2018 22:58,07-Oct-2018 22:58,61.0
07-Oct-2018 22:58,07-Oct-2018 22:58,80.0
07-Oct-2018 22:58,07-Oct-2018 22:58,84.0
07-Oct-2018 22:58,07-Oct-2018 22:58,84.0
07-Oct-2018 22:58,07-Oct-2018 22:58,86.0
07-Oct-2018 22:58,07-Oct-2018 22:58,84.0
07-Oct-2018 23:01,07-Oct-2018 23:01,95.0
07-Oct-2018 23:01,07-Oct-2018 23:01,93.0
07-Oct-2018 23:01,07-Oct-2018 23:01,92.0
07-Oct-2018 23:02,07-Oct-2018 23:02,102.0
07-Oct-2018 23:02,07-Oct-2018 23:02,101.0
07-Oct-2018 23:02,07-Oct-2018 23:02,98.0
07-Oct-2018 23:02,07-Oct-2018 23:02,97.0
07-Oct-2018 23:02,07-Oct-2018 23:02,105.0
07-Oct-2018 23:02,07-Oct-2018 23:02,106.0
07-Oct-2018 23:02,07-Oct-2018 23:02,109.0
07-Oct-2018 23:02,07-Oct-2018 23:02,118.0
07-Oct-2018 23:03,07-Oct-2018 23:03,113.0
07-Oct-2018 23:03,07-Oct-2018 23:03,116.0
07-Oct-2018 23:03,07-Oct-2018 23:03,116.0
07-Oct-2018 23:03,07-Oct-2018 23:03,90.0
07-Oct-2018 23:03,07-Oct-2018 23:03,88.0
07-Oct-2018 23:03,07-Oct-2018 23:03,87.0
07-Oct-2018 23:03,07-Oct-2018 23:03,87.0
07-Oct-2018 23:03,07-Oct-2018 23:03,87.0
07-Oct-2018 23:04,07-Oct-2018 23:04,90.0
07-Oct-2018 23:04,07-Oct-2018 23:04,91.0
07-Oct-2018 23:04,07-Oct-2018 23:04,91.0
07-Oct-2018 23:04,07-Oct-2018 23:04,91.0
07-Oct-2018 23:04,07-Oct-2018 23:04,88.0
07-Oct-2018 23:05,07-Oct-2018 23:05,50.0
07-Oct-2018 23:08,07-Oct-2018 23:08,51.6458549499512
07-Oct-2018 23:08,07-Oct-2018 23:08,55.0
07-Oct-2018 23:13,07-Oct-2018 23:13,64.0
07-Oct-2018 23:18,07-Oct-2018 23:18,78.0
07-Oct-2018 23:26,07-Oct-2018 23:26,78.0
07-Oct-2018 23:30,07-Oct-2018 23:30,65.0
07-Oct-2018 23:34,07-Oct-2018 23:34,71.0
07-Oct-2018 23:37,07-Oct-2018 23:37,81.0
07-Oct-2018 23:47,07-Oct-2018 23:47,72.0
07-Oct-2018 23:48,07-Oct-2018 23:48,61.0
07-Oct-2018 23:54,07-Oct-2018 23:54,72.0
07-Oct-2018 23:57,07-Oct-2018 23:57,54.0
08-Oct-2018 00:06,08-Oct-2018 00:06,65.0
08-Oct-2018 00:10,08-Oct-2018 00:10,64.0
08-Oct-2018 00:13,08-Oct-2018 00:13,60.0
08-Oct-2018 00:22,08-Oct-2018 00:22,63.0
08-Oct-2018 00:24,08-Oct-2018 00:24,69.0
08-Oct-2018 00:27,08-Oct-2018 00:27,60.0
08-Oct-2018 00:31,08-Oct-2018 00:31,79.0
08-Oct-2018 00:36,08-Oct-2018 00:36,55.0
08-Oct-2018 00:40,08-Oct-2018 00:40,54.0
08-Oct-2018 00:45,08-Oct-2018 00:45,53.0
08-Oct-2018 00:47,08-Oct-2018 00:47,50.0
08-Oct-2018 00:47,08-Oct-2018 00:47,49.0
08-Oct-2018 00:47,08-Oct-2018 00:47,53.0
08-Oct-2018 00:47,08-Oct-2018 00:47,52.0
08-Oct-2018 00:47,08-Oct-2018 00:47,51.0
08-Oct-2018 00:48,08-Oct-2018 00:48,73.0
08-Oct-2018 00:48,08-Oct-2018 00:48,74.0
08-Oct-2018 00:48,08-Oct-2018 00:48,74.0
08-Oct-2018 00:48,08-Oct-2018 00:48,56.0
08-Oct-2018 00:48,08-Oct-2018 00:48,57.0
08-Oct-2018 00:48,08-Oct-2018 00:48,74.0
08-Oct-2018 00:48,08-Oct-2018 00:48,69.0
08-Oct-2018 00:48,08-Oct-2018 00:48,69.0
08-Oct-2018 00:48,08-Oct-2018 00:48,62.0
08-Oct-2018 00:48,08-Oct-2018 00:48,61.0
08-Oct-2018 00:49,08-Oct-2018 00:49,55.0
08-Oct-2018 00:49,08-Oct-2018 00:49,55.0
08-Oct-2018 00:49,08-Oct-2018 00:49,53.0
08-Oct-2018 00:49,08-Oct-2018 00:49,53.0
08-Oct-2018 00:50,08-Oct-2018 00:50,60.0
08-Oct-2018 00:50,08-Oct-2018 00:50,59.0
08-Oct-2018 00:50,08-Oct-2018 00:50,70.0
08-Oct-2018 00:50,08-Oct-2018 00:50,64.0
08-Oct-2018 00:51,08-Oct-2018 00:51,69.0
08-Oct-2018 00:51,08-Oct-2018 00:51,72.0
08-Oct-2018 00:51,08-Oct-2018 00:51,64.0
08-Oct-2018 00:51,08-Oct-2018 00:51,62.0
08-Oct-2018 00:51,08-Oct-2018 00:51,62.0
08-Oct-2018 00:51,08-Oct-2018 00:51,63.0
08-Oct-2018 00:51,08-Oct-2018 00:51,65.0
08-Oct-2018 00:56,08-Oct-2018 00:56,56.0
08-Oct-2018 00:58,08-Oct-2018 00:58,57.0
08-Oct-2018 01:00,08-Oct-2018 01:00,51.0
08-Oct-2018 01:04,08-Oct-2018 01:04,55.0
08-Oct-2018 06:57,08-Oct-2018 06:57,120.0
08-Oct-2018 07:00,08-Oct-2018 07:00,124.0
08-Oct-2018 07:03,08-Oct-2018 07:03,127.0
08-Oct-2018 07:09,08-Oct-2018 07:09,129.0
08-Oct-2018 07:13,08-Oct-2018 07:13,131.0
08-Oct-2018 08:36,08-Oct-2018 08:36,77.0
08-Oct-2018 08:38,08-Oct-2018 08:38,95.0
08-Oct-2018 08:43,08-Oct-2018 08:43,82.0
08-Oct-2018 08:51,08-Oct-2018 08:51,62.0
08-Oct-2018 08:52,08-Oct-2018 08:52,82.0
08-Oct-2018 08:52,08-Oct-2018 08:52,81.0
08-Oct-2018 08:52,08-Oct-2018 08:52,78.0
08-Oct-2018 08:52,08-Oct-2018 08:52,77.0
08-Oct-2018 08:52,08-Oct-2018 08:52,78.0
08-Oct-2018 08:54,08-Oct-2018 08:54,86.0
08-Oct-2018 09:01,08-Oct-2018 09:01,90.0
08-Oct-2018 09:05,08-Oct-2018 09:05,75.0
08-Oct-2018 09:10,08-Oct-2018 09:10,76.0
08-Oct-2018 09:12,08-Oct-2018 09:12,79.0
08-Oct-2018 09:18,08-Oct-2018 09:18,80.0
08-Oct-2018 09:34,08-Oct-2018 09:34,66.0
08-Oct-2018 09:40,08-Oct-2018 09:40,66.0
08-Oct-2018 09:46,08-Oct-2018 09:46,70.0
08-Oct-2018 09:51,08-Oct-2018 09:51,75.0
08-Oct-2018 09:55,08-Oct-2018 09:55,58.0
08-Oct-2018 10:00,08-Oct-2018 10:00,58.0
08-Oct-2018 10:06,08-Oct-2018 10:06,81.0
08-Oct-2018 10:09,08-Oct-2018 10:09,75.0
08-Oct-2018 10:16,08-Oct-2018 10:16,67.0
08-Oct-2018 10:17,08-Oct-2018 10:17,74.0
08-Oct-2018 10:21,08-Oct-2018 10:21,106.0
08-Oct-2018 10:28,08-Oct-2018 10:28,124.0
08-Oct-2018 10:31,08-Oct-2018 10:31,90.0
08-Oct-2018 10:32,08-Oct-2018 10:32,73.0
08-Oct-2018 10:36,08-Oct-2018 10:36,113.0
08-Oct-2018 10:42,08-Oct-2018 10:42,84.0
08-Oct-2018 10:45,08-Oct-2018 10:45,84.0
08-Oct-2018 10:48,08-Oct-2018 10:48,85.0
08-Oct-2018 10:48,08-Oct-2018 10:48,60.0
08-Oct-2018 10:48,08-Oct-2018 10:48,57.0
08-Oct-2018 10:48,08-Oct-2018 10:48,66.0
08-Oct-2018 10:52,08-Oct-2018 10:52,89.0
08-Oct-2018 10:58,08-Oct-2018 10:58,82.0
08-Oct-2018 11:06,08-Oct-2018 11:06,82.0
08-Oct-2018 11:11,08-Oct-2018 11:11,72.0
08-Oct-2018 11:14,08-Oct-2018 11:14,81.0
08-Oct-2018 11:19,08-Oct-2018 11:19,80.0
08-Oct-2018 11:24,08-Oct-2018 11:24,81.0
08-Oct-2018 11:29,08-Oct-2018 11:29,71.7757034301758
08-Oct-2018 11:32,08-Oct-2018 11:32,73.0
08-Oct-2018 11:35,08-Oct-2018 11:35,78.0
08-Oct-2018 11:38,08-Oct-2018 11:38,81.0
08-Oct-2018 11:42,08-Oct-2018 11:42,58.0
08-Oct-2018 11:47,08-Oct-2018 11:47,58.0
08-Oct-2018 11:58,08-Oct-2018 11:58,113.0
08-Oct-2018 12:00,08-Oct-2018 12:00,98.0
08-Oct-2018 12:03,08-Oct-2018 12:03,117.0
08-Oct-2018 12:06,08-Oct-2018 12:06,120.0
08-Oct-2018 12:06,08-Oct-2018 12:06,104.0
08-Oct-2018 12:09,08-Oct-2018 12:09,90.0
08-Oct-2018 12:12,08-Oct-2018 12:12,85.0
08-Oct-2018 12:16,08-Oct-2018 12:16,110.0
08-Oct-2018 12:18,08-Oct-2018 12:18,113.0
08-Oct-2018 12:21,08-Oct-2018 12:21,121.0
08-Oct-2018 12:35,08-Oct-2018 12:35,90.0
08-Oct-2018 12:39,08-Oct-2018 12:39,102.0
08-Oct-2018 12:45,08-Oct-2018 12:45,87.0
08-Oct-2018 12:50,08-Oct-2018 12:50,76.0
08-Oct-2018 12:55,08-Oct-2018 12:55,101.0
08-Oct-2018 12:56,08-Oct-2018 12:56,108.0
08-Oct-2018 12:56,08-Oct-2018 12:56,107.0
08-Oct-2018 12:56,08-Oct-2018 12:56,107.0
08-Oct-2018 12:56,08-Oct-2018 12:56,99.0
08-Oct-2018 12:56,08-Oct-2018 12:56,91.0
08-Oct-2018 12:56,08-Oct-2018 12:56,86.0
08-Oct-2018 12:56,08-Oct-2018 12:56,97.0
08-Oct-2018 12:57,08-Oct-2018 12:57,101.0
08-Oct-2018 12:57,08-Oct-2018 12:57,102.0
08-Oct-2018 12:57,08-Oct-2018 12:57,97.0
08-Oct-2018 12:58,08-Oct-2018 12:58,90.0
08-Oct-2018 12:59,08-Oct-2018 12:59,98.0
08-Oct-2018 12:59,08-Oct-2018 12:59,99.0
08-Oct-2018 12:59,08-Oct-2018 12:59,100.0
08-Oct-2018 12:59,08-Oct-2018 12:59,104.0
08-Oct-2018 12:59,08-Oct-2018 12:59,99.0
08-Oct-2018 13:01,08-Oct-2018 13:01,82.4904403686523
08-Oct-2018 13:20,08-Oct-2018 13:20,85.0
08-Oct-2018 13:27,08-Oct-2018 13:27,75.0
08-Oct-2018 13:32,08-Oct-2018 13:32,104.0
08-Oct-2018 13:38,08-Oct-2018 13:38,101.0
08-Oct-2018 13:56,08-Oct-2018 13:56,100.0
08-Oct-2018 13:59,08-Oct-2018 13:59,102.0
08-Oct-2018 14:09,08-Oct-2018 14:09,97.0
08-Oct-2018 14:16,08-Oct-2018 14:16,96.0
08-Oct-2018 14:19,08-Oct-2018 14:19,102.0
08-Oct-2018 14:25,08-Oct-2018 14:25,102.0
08-Oct-2018 14:29,08-Oct-2018 14:29,104.0
08-Oct-2018 14:32,08-Oct-2018 14:32,98.0
08-Oct-2018 14:38,08-Oct-2018 14:38,92.0
08-Oct-2018 14:46,08-Oct-2018 14:46,101.0
08-Oct-2018 14:47,08-Oct-2018 14:47,89.0
08-Oct-2018 15:01,08-Oct-2018 15:01,90.0
08-Oct-2018 15:04,08-Oct-2018 15:04,87.0
08-Oct-2018 15:08,08-Oct-2018 15:08,92.0
08-Oct-2018 15:14,08-Oct-2018 15:14,92.0
08-Oct-2018 15:14,08-Oct-2018 15:14,69.0
08-Oct-2018 15:15,08-Oct-2018 15:15,85.0
08-Oct-2018 15:15,08-Oct-2018 15:15,81.0
08-Oct-2018 15:15,08-Oct-2018 15:15,81.0
08-Oct-2018 15:15,08-Oct-2018 15:15,64.0
08-Oct-2018 15:15,08-Oct-2018 15:15,76.0
08-Oct-2018 15:15,08-Oct-2018 15:15,82.0
08-Oct-2018 15:15,08-Oct-2018 15:15,86.0
08-Oct-2018 15:15,08-Oct-2018 15:15,87.0
08-Oct-2018 15:16,08-Oct-2018 15:16,86.0
08-Oct-2018 15:17,08-Oct-2018 15:17,88.0
08-Oct-2018 15:23,08-Oct-2018 15:23,82.0
08-Oct-2018 15:30,08-Oct-2018 15:30,93.0
08-Oct-2018 15:36,08-Oct-2018 15:36,82.0
08-Oct-2018 15:41,08-Oct-2018 15:41,89.0
08-Oct-2018 15:44,08-Oct-2018 15:44,82.0
08-Oct-2018 15:50,08-Oct-2018 15:50,84.0
08-Oct-2018 17:16,08-Oct-2018 17:16,92.0
08-Oct-2018 17:19,08-Oct-2018 17:19,77.0
08-Oct-2018 17:25,08-Oct-2018 17:25,87.0
08-Oct-2018 17:27,08-Oct-2018 17:27,84.0
08-Oct-2018 17:36,08-Oct-2018 17:36,76.0
08-Oct-2018 17:41,08-Oct-2018 17:41,69.0
08-Oct-2018 17:44,08-Oct-2018 17:44,75.0
08-Oct-2018 17:47,08-Oct-2018 17:47,73.0
08-Oct-2018 17:55,08-Oct-2018 17:55,82.0
08-Oct-2018 17:58,08-Oct-2018 17:58,79.0
08-Oct-2018 18:03,08-Oct-2018 18:03,68.0
08-Oct-2018 18:10,08-Oct-2018 18:10,80.0
08-Oct-2018 18:16,08-Oct-2018 18:16,78.0
08-Oct-2018 18:18,08-Oct-2018 18:18,77.0
08-Oct-2018 18:23,08-Oct-2018 18:23,80.0
08-Oct-2018 18:30,08-Oct-2018 18:30,69.0
08-Oct-2018 18:36,08-Oct-2018 18:36,65.0
08-Oct-2018 18:38,08-Oct-2018 18:38,68.0
08-Oct-2018 18:45,08-Oct-2018 18:45,71.0
08-Oct-2018 18:50,08-Oct-2018 18:50,65.0
08-Oct-2018 19:06,08-Oct-2018 19:06,115.0
08-Oct-2018 19:08,08-Oct-2018 19:08,73.0
08-Oct-2018 19:21,08-Oct-2018 19:21,72.0
08-Oct-2018 19:22,08-Oct-2018 19:22,77.0
08-Oct-2018 19:31,08-Oct-2018 19:31,90.0
08-Oct-2018 19:35,08-Oct-2018 19:35,88.0
08-Oct-2018 19:39,08-Oct-2018 19:39,85.0
08-Oct-2018 19:45,08-Oct-2018 19:45,76.0
08-Oct-2018 19:48,08-Oct-2018 19:48,87.0
08-Oct-2018 19:53,08-Oct-2018 19:53,81.0
08-Oct-2018 19:53,08-Oct-2018 19:53,79.1752548217773
08-Oct-2018 19:59,08-Oct-2018 19:59,81.0
08-Oct-2018 20:05,08-Oct-2018 20:05,73.0
08-Oct-2018 20:08,08-Oct-2018 20:08,82.0
08-Oct-2018 20:15,08-Oct-2018 20:15,88.0
08-Oct-2018 20:17,08-Oct-2018 20:17,86.0
08-Oct-2018 20:26,08-Oct-2018 20:26,74.0
08-Oct-2018 20:29,08-Oct-2018 20:29,80.0
08-Oct-2018 20:32,08-Oct-2018 20:32,90.0
08-Oct-2018 20:39,08-Oct-2018 20:39,83.0
08-Oct-2018 20:44,08-Oct-2018 20:44,82.0
08-Oct-2018 20:47,08-Oct-2018 20:47,79.0
08-Oct-2018 20:54,08-Oct-2018 20:54,75.0
08-Oct-2018 20:59,08-Oct-2018 20:59,80.0
08-Oct-2018 21:05,08-Oct-2018 21:05,77.0
08-Oct-2018 21:10,08-Oct-2018 21:10,71.0
08-Oct-2018 21:16,08-Oct-2018 21:16,77.0
08-Oct-2018 21:19,08-Oct-2018 21:19,65.0
08-Oct-2018 21:26,08-Oct-2018 21:26,67.0
08-Oct-2018 21:27,08-Oct-2018 21:27,60.0
08-Oct-2018 21:34,08-Oct-2018 21:34,72.0
08-Oct-2018 21:40,08-Oct-2018 21:40,71.0
08-Oct-2018 21:46,08-Oct-2018 21:46,63.0
08-Oct-2018 21:52,08-Oct-2018 21:52,74.0
